FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
25/01/2021,0.09,3,22,25,19,30,2
25/01/2021,0.25,3,28,32,17,44,2
25/01/2021,0.11,1,22,24,19,36,2
25/01/2021,0.41,10,42,52,3,39,2
26/01/2021,-99,-99,-99,-99,-99,45,-99
26/01/2021,-99,-99,-99,-99,-99,33,-99
26/01/2021,-99,-99,-99,-99,-99,34,-99
26/01/2021,0.18,3,24,27,7,31,2
26/01/2021,0.18,5,27,32,4,29,2
26/01/2021,0.43,39,31,70,2,35,2
26/01/2021,0.89,84,32,115,1,42,3
26/01/2021,1.1,113,33,145,2,41,3
26/01/2021,1.38,125,40,165,4,62,4
26/01/2021,1.24,77,60,137,12,69,4
26/01/2021,0.71,30,52,82,34,54,3
26/01/2021,0.59,19,48,66,50,66,2
26/01/2021,0.29,12,35,47,60,49,2
26/01/2021,0.26,7,28,35,70,25,2
26/01/2021,0.26,5,26,31,86,44,2
26/01/2021,0.14,2,20,22,87,-99,2
26/01/2021,0.02,2,13,15,67,37,1
26/01/2021,0.15,6,27,33,44,48,2
26/01/2021,0.16,2,26,28,28,42,2
26/01/2021,0.45,11,41,52,14,48,2
26/01/2021,0.77,26,51,78,9,45,5
26/01/2021,0.38,4,40,44,21,86,8
26/01/2021,0.38,6,41,47,20,67,5
26/01/2021,0.33,3,37,40,14,49,3
27/01/2021,0.35,6,37,44,7,56,2
27/01/2021,0.04,1,19,19,19,34,2
27/01/2021,0.07,2,23,25,14,40,2
27/01/2021,0.09,3,26,29,10,41,2
27/01/2021,0.04,2,21,23,13,26,2
27/01/2021,0.17,12,29,41,6,36,2
27/01/2021,0.66,71,37,108,2,47,3
27/01/2021,1.29,132,37,170,2,62,4
27/01/2021,1.95,204,52,256,4,98,6
27/01/2021,2.01,176,76,252,7,115,11
27/01/2021,-99,-99,-99,-99,-99,82,-99
27/01/2021,-99,-99,-99,-99,-99,57,-99
27/01/2021,-99,-99,-99,-99,-99,56,-99
27/01/2021,-99,-99,-99,-99,-99,67,-99
27/01/2021,-99,-99,-99,-99,-99,87,-99
27/01/2021,0.34,9,20,30,50,373,3
27/01/2021,0.26,9,20,28,42,416,2
27/01/2021,0.26,8,21,29,36,250,2
27/01/2021,0.3,6,26,32,29,216,5
27/01/2021,0.25,7,21,29,25,97,4
27/01/2021,0.2,7,21,28,20,41,2
27/01/2021,0.13,6,16,21,21,24,3
27/01/2021,0.12,5,14,18,20,-99,2
27/01/2021,0.12,2,13,15,22,16,4
28/01/2021,0.13,1,19,20,15,15,3
28/01/2021,0.09,1,15,16,19,11,2
28/01/2021,0.05,0,10,10,25,-99,2
28/01/2021,0.03,0,9,9,25,-99,1
28/01/2021,0.02,0,11,11,23,9,1
28/01/2021,0.09,2,18,20,18,11,2
28/01/2021,0.15,6,23,29,13,10,2
28/01/2021,0.25,8,24,32,16,18,2
28/01/2021,0.33,15,19,35,22,12,2
28/01/2021,0.39,20,21,41,25,40,2
28/01/2021,0.47,20,22,43,30,30,3
28/01/2021,0.33,13,15,27,40,38,3
28/01/2021,0.26,8,13,21,45,33,3
28/01/2021,0.33,8,16,24,43,53,3
28/01/2021,0.35,10,20,29,45,55,3
28/01/2021,0.39,10,19,29,48,56,3
28/01/2021,0.36,9,23,31,41,66,4
28/01/2021,0.36,6,26,32,33,71,8
28/01/2021,0.3,5,23,28,22,65,9
28/01/2021,0.25,4,22,26,22,57,14
28/01/2021,0.25,5,23,28,17,43,13
28/01/2021,0.26,3,23,26,16,36,17
28/01/2021,0.28,4,28,32,11,41,23
28/01/2021,0.2,1,18,19,20,26,19
29/01/2021,0.13,0,17,17,19,17,33
29/01/2021,0.11,0,14,14,20,26,21
29/01/2021,0.12,1,13,13,17,24,15
29/01/2021,0.11,1,18,20,11,24,16
29/01/2021,0.14,2,21,23,8,25,16
29/01/2021,0.22,14,27,40,4,29,17
29/01/2021,0.35,22,29,51,3,29,16
29/01/2021,0.84,71,30,101,2,35,11
29/01/2021,1.1,98,33,131,3,41,9
29/01/2021,1.07,84,39,123,8,55,13
29/01/2021,1.17,104,58,162,12,81,16
29/01/2021,0.89,63,66,130,21,86,15
29/01/2021,0.74,32,60,92,43,90,11
29/01/2021,0.56,12,40,52,67,70,6
29/01/2021,0.5,6,32,38,84,73,5
29/01/2021,0.57,7,35,42,89,50,5
29/01/2021,0.59,3,29,32,114,69,4
29/01/2021,0.45,3,29,32,82,70,3
29/01/2021,0.55,30,49,79,20,60,6
29/01/2021,0.75,36,57,93,6,56,6
29/01/2021,0.99,19,45,65,13,48,10
29/01/2021,0.67,7,47,54,15,64,22
29/01/2021,0.86,10,52,62,9,60,27
29/01/2021,0.54,5,37,42,12,52,41
30/01/2021,0.46,4,29,33,17,43,31
30/01/2021,0.43,7,39,46,6,44,36
30/01/2021,0.51,18,43,60,2,66,34
30/01/2021,0.39,11,37,48,3,55,26
30/01/2021,0.36,14,36,50,2,51,21
30/01/2021,0.44,28,36,64,2,39,17
30/01/2021,0.81,94,38,132,2,63,18
30/01/2021,0.95,87,40,127,1,54,13
30/01/2021,1.06,65,39,105,5,54,12
30/01/2021,0.99,80,47,127,10,82,19
30/01/2021,0.7,37,43,80,28,71,12
30/01/2021,0.48,14,29,43,49,64,7
30/01/2021,0.34,8,22,30,62,56,5
30/01/2021,0.32,7,18,25,73,57,4
30/01/2021,0.29,6,18,24,73,66,3
30/01/2021,0.32,5,20,24,73,76,3
30/01/2021,0.41,7,23,29,70,50,5
30/01/2021,0.45,8,23,32,66,48,11
30/01/2021,0.59,12,35,48,44,50,9
30/01/2021,0.74,19,47,66,26,39,7
30/01/2021,1.25,32,70,102,2,64,9
30/01/2021,1,13,60,73,7,57,8
30/01/2021,1.02,13,60,73,6,65,8
30/01/2021,1.01,14,58,72,5,59,10
31/01/2021,0.43,1,32,33,22,54,19
31/01/2021,0.4,2,39,42,13,51,24
31/01/2021,0.28,2,32,33,17,41,15
31/01/2021,0.28,2,34,36,14,44,12
31/01/2021,0.37,5,43,48,7,62,14
31/01/2021,0.28,5,31,37,13,42,7
31/01/2021,0.25,4,27,31,15,33,5
31/01/2021,0.57,21,37,59,5,30,4
31/01/2021,0.94,50,40,90,7,36,6
31/01/2021,0.84,45,46,91,18,59,20
31/01/2021,0.53,20,39,59,38,50,26
31/01/2021,0.28,9,21,30,50,35,11
31/01/2021,0.16,5,11,16,57,40,5
31/01/2021,0.12,5,11,16,61,40,6
31/01/2021,0.13,5,11,16,59,47,4
31/01/2021,0.05,4,8,12,51,43,3
31/01/2021,0.1,4,8,12,49,45,3
31/01/2021,0.16,5,9,14,40,139,2
31/01/2021,0.12,6,11,17,33,72,1
31/01/2021,0.11,4,14,18,30,114,6
31/01/2021,0.08,1,12,13,29,68,8
31/01/2021,0.06,1,11,12,31,35,5
31/01/2021,0.07,0,10,11,32,27,2
31/01/2021,0.04,0,7,8,34,-99,3
01/02/2021,-99,-99,-99,-99,-99,-99,-99
01/02/2021,-99,-99,-99,-99,-99,-99,-99
01/02/2021,-99,-99,-99,-99,-99,-99,-99
01/02/2021,0.01,0,5,5,36,-99,2
01/02/2021,0.02,0,15,15,23,-99,5
01/02/2021,0.07,3,19,22,19,-99,6
01/02/2021,0.12,2,26,28,14,-99,5
01/02/2021,0.15,4,19,23,18,-99,7
01/02/2021,0.28,6,20,26,17,-99,7
01/02/2021,0.32,9,20,29,18,-99,4
01/02/2021,0.19,17,17,34,18,-99,3
01/02/2021,0.29,12,14,25,29,-99,3
01/02/2021,0.18,8,12,20,35,-99,3
01/02/2021,0.18,6,10,16,43,-99,3
01/02/2021,0.17,6,10,16,49,-99,6
01/02/2021,0.16,4,10,14,54,-99,7
01/02/2021,0.2,5,14,20,50,-99,5
01/02/2021,0.19,3,17,20,45,-99,7
01/02/2021,0.22,4,21,25,32,-99,14
01/02/2021,0.2,3,26,29,24,-99,12
01/02/2021,0.2,8,33,41,14,-99,9
01/02/2021,0.12,11,31,42,13,-99,9
01/02/2021,0.16,3,27,29,15,-99,19
01/02/2021,0.12,2,24,26,15,-99,37
02/02/2021,0.14,4,30,34,8,-99,29
02/02/2021,0.11,14,32,46,5,-99,36
02/02/2021,0.09,4,29,32,7,-99,37
02/02/2021,0.08,4,26,29,7,-99,36
02/02/2021,0.1,11,30,40,3,-99,45
02/02/2021,0.21,31,30,61,1,-99,28
02/02/2021,0.43,54,33,87,1,-99,15
02/02/2021,0.58,64,33,96,2,-99,12
02/02/2021,0.81,66,32,98,5,-99,17
02/02/2021,-99,-99,-99,-99,-99,-99,-99
02/02/2021,-99,-99,-99,-99,-99,-99,-99
02/02/2021,-99,-99,-99,-99,-99,-99,-99
02/02/2021,-99,-99,-99,-99,-99,-99,-99
02/02/2021,-99,-99,-99,-99,-99,-99,-99
02/02/2021,0.35,16,25,41,38,-99,3
02/02/2021,0.26,23,24,47,41,-99,4
02/02/2021,0.27,7,25,32,49,-99,32
02/02/2021,0.28,10,27,38,30,-99,18
02/02/2021,0.24,6,29,35,23,-99,8
02/02/2021,0.28,5,30,35,24,-99,6
02/02/2021,0.61,12,49,61,7,-99,5
02/02/2021,0.62,19,46,65,5,-99,14
02/02/2021,0.54,13,43,55,5,-99,18
02/02/2021,0.6,23,44,66,3,-99,24
03/02/2021,0.28,5,35,40,6,-99,23
03/02/2021,0.19,3,30,34,12,-99,19
03/02/2021,0.18,6,31,37,4,-99,24
03/02/2021,0.09,1,22,24,9,-99,14
03/02/2021,0.1,2,22,24,9,-99,9
03/02/2021,0.14,8,26,34,5,-99,6
03/02/2021,0.97,117,34,151,2,-99,6
03/02/2021,1.21,139,36,175,2,-99,6
03/02/2021,1.51,146,39,186,5,-99,6
03/02/2021,0.93,64,50,114,14,-99,7
03/02/2021,1.6,131,93,224,14,-99,12
03/02/2021,1,68,64,132,20,-99,10
03/02/2021,0.58,31,43,73,31,-99,7
03/02/2021,0.38,13,26,41,46,-99,5
03/02/2021,0.14,14,15,30,40,-99,3
03/02/2021,0.09,13,16,29,41,-99,3
03/02/2021,0.12,6,17,22,45,-99,5
03/02/2021,0.17,5,21,26,37,-99,8
03/02/2021,0.36,8,36,44,21,-99,5
03/02/2021,0.61,17,45,61,11,-99,10
03/02/2021,1.32,68,57,124,1,-99,13
03/02/2021,1.4,85,49,134,0,-99,15
03/02/2021,0.68,32,43,75,2,-99,10
03/02/2021,0.41,17,38,55,3,-99,8
04/02/2021,0.27,6,33,39,4,30,6
04/02/2021,0.28,17,33,49,2,23,5
04/02/2021,0.34,24,32,57,2,39,4
04/02/2021,0.22,9,29,38,2,37,4
04/02/2021,0.2,9,26,35,4,23,3
04/02/2021,0.27,16,27,44,2,29,3
04/02/2021,0.53,55,30,86,1,32,3
04/02/2021,1.42,153,37,189,2,51,5
04/02/2021,1.47,141,43,185,4,67,5
04/02/2021,1.81,130,79,209,9,80,7
04/02/2021,1.79,134,97,230,15,161,10
04/02/2021,0.65,27,58,85,40,77,6
04/02/2021,0.33,12,23,37,48,46,4
04/02/2021,0.35,9,20,29,57,40,3
04/02/2021,0.21,8,19,26,55,38,3
04/02/2021,0.28,7,22,29,59,28,3
04/02/2021,0.28,7,24,31,65,45,5
04/02/2021,0.45,11,33,44,59,50,14
04/02/2021,0.67,18,42,58,36,62,15
04/02/2021,1.08,21,75,96,7,93,20
04/02/2021,1.26,43,77,119,2,82,15
04/02/2021,1.35,45,78,122,2,85,11
04/02/2021,1.56,61,80,140,1,114,6
04/02/2021,1.21,31,64,95,2,82,6
05/02/2021,1.18,33,59,92,2,78,7
05/02/2021,0.57,9,46,56,4,63,4
05/02/2021,0.34,4,38,42,9,49,3
05/02/2021,0.56,6,43,49,4,52,3
05/02/2021,0.35,7,39,46,4,50,3
05/02/2021,0.62,31,44,75,2,55,3
05/02/2021,0.89,66,45,111,1,55,4
05/02/2021,0.98,66,46,112,3,54,4
05/02/2021,1.29,92,54,146,6,76,6
05/02/2021,1.39,91,76,167,13,108,8
05/02/2021,1.24,65,93,158,25,109,9
05/02/2021,1.06,34,83,117,45,95,7
05/02/2021,0.67,13,60,73,75,93,7
05/02/2021,0.51,5,37,42,93,72,5
05/02/2021,0.47,3,32,35,109,50,5
05/02/2021,0.41,1,30,31,120,67,5
05/02/2021,0.38,1,30,31,112,65,4
05/02/2021,0.5,3,34,37,97,65,4
05/02/2021,0.45,2,28,30,48,95,3
05/02/2021,0.52,0,36,36,37,66,3
05/02/2021,0.5,1,32,33,36,63,3
05/02/2021,0.69,7,52,60,23,63,4
05/02/2021,0.99,13,74,86,7,77,4
05/02/2021,1.07,16,64,80,2,67,5
06/02/2021,0.89,9,54,63,7,59,10
06/02/2021,0.93,33,58,91,3,63,5
06/02/2021,0.67,9,48,57,3,46,3
06/02/2021,0.45,1,34,34,15,44,3
06/02/2021,0.47,1,34,35,19,32,3
06/02/2021,0.36,18,45,63,17,30,3
06/02/2021,0.91,80,60,140,2,56,4
06/02/2021,1.42,122,61,182,3,76,5
06/02/2021,1.43,90,61,151,7,85,5
06/02/2021,1.04,46,57,103,23,77,4
06/02/2021,0.45,11,33,45,51,53,3
06/02/2021,0.3,7,26,33,60,44,3
06/02/2021,0.27,7,24,31,67,38,4
06/02/2021,0.2,6,24,31,70,46,5
06/02/2021,0.07,1,12,13,66,50,3
06/02/2021,0.01,1,9,10,47,26,3
06/02/2021,0,1,11,12,49,27,3
06/02/2021,0.07,1,12,13,44,41,3
06/02/2021,0.13,3,19,22,32,32,3
06/02/2021,0.24,4,25,29,21,26,3
06/02/2021,0.9,23,50,73,11,61,4
06/02/2021,0.91,12,53,65,14,78,5
06/02/2021,0.78,4,46,50,16,91,3
06/02/2021,0.6,13,36,50,3,45,5
07/02/2021,-99,-99,-99,-99,-99,54,-99
07/02/2021,-99,-99,-99,-99,-99,48,-99
07/02/2021,-99,-99,-99,-99,-99,51,-99
07/02/2021,0.02,0,20,20,37,43,3
07/02/2021,0.04,0,24,25,30,43,4
07/02/2021,0.05,0,16,17,29,44,7
07/02/2021,0.19,2,22,24,21,39,10
07/02/2021,0.43,14,35,49,7,46,11
07/02/2021,0.62,29,37,66,13,53,13
07/02/2021,0.56,21,37,58,28,75,21
07/02/2021,0.62,19,43,62,41,94,16
07/02/2021,0.54,13,39,52,58,81,8
07/02/2021,0.31,5,22,27,79,60,5
07/02/2021,0.38,1,15,16,87,59,4
07/02/2021,0.32,2,15,17,89,40,3
07/02/2021,0.43,2,13,14,74,40,3
07/02/2021,0.73,3,14,17,59,60,3
07/02/2021,0.11,2,12,14,53,53,2
07/02/2021,0.06,0,13,13,46,45,2
07/02/2021,0.1,0,15,16,40,52,2
07/02/2021,0.07,1,17,17,40,42,2
07/02/2021,0.25,0,22,22,35,34,2
07/02/2021,0.64,1,36,37,20,47,2
07/02/2021,0.28,1,30,30,21,40,2
08/02/2021,0.37,6,44,50,9,35,2
08/02/2021,0.46,4,41,44,7,40,2
08/02/2021,0.29,1,35,36,8,34,2
08/02/2021,0.23,2,29,32,7,32,2
08/02/2021,0.16,4,29,33,6,36,2
08/02/2021,0.21,21,34,55,3,32,2
08/02/2021,0.46,45,37,82,2,40,3
08/02/2021,0.92,90,37,127,2,42,4
08/02/2021,1.2,99,44,142,5,60,4
08/02/2021,1.15,67,61,128,16,71,4
08/02/2021,1.1,46,65,110,31,81,4
08/02/2021,0.52,17,35,52,44,38,4
08/02/2021,0.24,8,22,30,51,24,2
08/02/2021,0.21,5,16,20,61,22,2
08/02/2021,0.36,4,18,21,72,28,2
08/02/2021,0.55,3,17,21,69,38,2
08/02/2021,0.45,5,17,22,55,36,1
08/02/2021,0.09,2,16,17,51,34,2
08/02/2021,0.18,3,24,27,38,42,2
08/02/2021,0.31,6,37,43,16,38,2
08/02/2021,0.69,21,54,75,6,36,3
08/02/2021,0.26,6,32,38,24,74,4
08/02/2021,0.24,1,31,33,25,75,3
08/02/2021,0.23,1,31,32,23,60,3
09/02/2021,0.11,0,24,24,26,55,4
09/02/2021,0.08,0,24,24,24,51,5
09/02/2021,0.07,0,22,22,23,49,6
09/02/2021,0.1,2,33,35,12,73,7
09/02/2021,0.25,16,36,51,6,46,7
09/02/2021,0.22,9,35,45,6,39,7
09/02/2021,0.47,32,41,74,2,50,6
09/02/2021,0.87,72,42,115,2,55,6
09/02/2021,1.22,99,47,146,5,74,8
09/02/2021,0.68,38,43,81,20,65,7
09/02/2021,0.94,50,62,111,25,80,11
09/02/2021,0.37,17,41,58,50,56,7
09/02/2021,0.22,7,23,30,60,38,4
09/02/2021,0.24,9,25,33,65,40,3
09/02/2021,0.16,4,17,21,72,39,2
09/02/2021,0.13,1,16,18,86,30,2
09/02/2021,0.11,0,19,20,92,39,3
09/02/2021,0.17,0,24,24,86,49,3
09/02/2021,0.22,1,27,28,36,59,2
09/02/2021,0.21,3,27,30,29,57,2
09/02/2021,0.16,3,26,29,29,82,3
09/02/2021,0.19,5,32,37,14,77,4
09/02/2021,0.14,2,24,26,20,54,2
09/02/2021,0.07,0,20,20,24,41,8
10/02/2021,0.09,0,19,19,20,40,25
10/02/2021,0.14,0,21,22,17,45,65
10/02/2021,0.15,0,19,20,18,45,51
10/02/2021,0.33,8,34,42,6,43,14
10/02/2021,0.32,4,29,33,9,47,9
10/02/2021,0.23,13,38,51,2,58,9
10/02/2021,0.42,19,38,57,2,68,6
10/02/2021,0.98,95,37,132,2,73,6
10/02/2021,1.57,150,44,194,3,94,12
10/02/2021,1.14,92,53,145,9,97,13
10/02/2021,0.82,31,45,76,27,70,9
10/02/2021,0.68,21,42,63,41,70,7
10/02/2021,0.36,8,29,37,60,54,6
10/02/2021,0.14,2,15,17,79,41,4
10/02/2021,0.31,3,21,24,82,47,3
10/02/2021,0.37,2,26,28,73,60,3
10/02/2021,1.18,7,46,53,59,59,5
10/02/2021,0.53,6,41,47,36,37,3
10/02/2021,1.56,12,57,69,26,51,4
10/02/2021,0.66,13,59,72,12,52,4
10/02/2021,0.92,21,60,81,3,47,3
10/02/2021,1.27,40,58,98,1,55,4
10/02/2021,1.14,42,53,95,1,52,3
10/02/2021,0.9,46,45,92,1,48,3
11/02/2021,0.65,30,36,66,1,38,3
11/02/2021,0.29,10,28,37,2,30,2
11/02/2021,0.23,7,27,34,2,27,2
11/02/2021,0.26,9,28,37,1,30,2
11/02/2021,0.44,24,31,55,1,33,2
11/02/2021,0.59,54,32,86,1,40,3
11/02/2021,0.72,67,31,98,1,41,3
11/02/2021,1.18,105,31,136,2,46,4
11/02/2021,1.42,104,43,147,5,68,4
11/02/2021,1.23,67,62,128,14,84,4
11/02/2021,0.62,25,38,63,32,50,2
11/02/2021,0.26,8,19,27,41,41,2
11/02/2021,0.24,4,10,14,37,26,2
11/02/2021,0.1,4,10,14,37,38,2
11/02/2021,0.05,4,8,12,38,45,2
11/02/2021,0.19,4,12,16,36,-99,2
11/02/2021,0.07,4,10,14,33,-99,1
11/02/2021,0.09,4,11,15,28,-99,1
11/02/2021,0.09,3,14,17,21,27,2
11/02/2021,0.19,3,19,22,17,25,2
11/02/2021,0.12,3,18,20,15,25,2
11/02/2021,0.19,1,17,18,13,18,2
11/02/2021,0.4,12,26,39,4,25,2
11/02/2021,0.27,8,24,32,6,18,2
12/02/2021,0.29,12,27,38,3,24,2
12/02/2021,0.24,9,23,32,3,25,2
12/02/2021,0.37,27,26,53,2,38,3
12/02/2021,0.44,32,25,57,1,34,3
12/02/2021,0.16,8,21,30,2,21,2
12/02/2021,0.21,22,22,44,2,27,2
12/02/2021,0.44,43,22,65,1,25,2
12/02/2021,0.7,67,25,92,2,29,3
12/02/2021,1.21,107,32,139,4,45,4
12/02/2021,0.87,55,36,92,13,43,4
12/02/2021,0.31,14,16,30,26,25,2
12/02/2021,0.24,8,16,24,35,20,2
12/02/2021,0.38,8,17,25,43,30,2
12/02/2021,0.02,4,7,11,33,42,1
12/02/2021,0,3,8,11,31,-99,2
12/02/2021,0.05,4,9,14,27,-99,1
12/02/2021,0.05,5,10,15,25,-99,1
12/02/2021,0.07,7,12,19,23,-99,2
12/02/2021,0.12,6,16,21,19,19,1
12/02/2021,0.1,6,15,21,16,18,1
12/02/2021,0.05,5,11,16,15,21,2
12/02/2021,0.1,4,14,18,13,16,2
12/02/2021,0.11,3,16,19,11,19,2
12/02/2021,0.1,-99,-99,-99,-99,24,-99
13/02/2021,-99,-99,-99,-99,-99,15,-99
13/02/2021,-99,-99,-99,-99,-99,16,-99
13/02/2021,-99,-99,-99,-99,-99,12,-99
13/02/2021,0.07,0,8,9,20,14,1
13/02/2021,0.04,0,5,5,24,-99,1
13/02/2021,0.1,1,9,10,21,12,1
13/02/2021,0.2,4,18,22,12,24,1
13/02/2021,0.87,14,25,39,8,58,2
13/02/2021,0.23,9,14,23,20,27,2
13/02/2021,0.33,16,19,35,23,27,2
13/02/2021,0.17,7,12,19,32,-99,2
13/02/2021,0.17,6,11,16,38,41,2
13/02/2021,0.15,3,9,12,42,45,2
13/02/2021,0.12,2,8,10,49,50,2
13/02/2021,0.14,2,9,11,52,53,2
13/02/2021,0.13,2,9,10,47,60,2
13/02/2021,0.17,3,10,12,43,56,2
13/02/2021,0.21,3,12,15,40,46,2
13/02/2021,0.21,2,15,18,32,41,2
13/02/2021,0.19,1,16,17,27,27,1
13/02/2021,0.26,2,19,21,20,30,2
13/02/2021,0.65,5,32,37,8,38,2
13/02/2021,0.5,4,31,35,6,32,2
13/02/2021,0.69,15,34,49,5,31,2
14/02/2021,0.53,6,30,36,5,29,2
14/02/2021,0.6,16,33,49,1,30,2
14/02/2021,0.63,14,30,44,3,28,2
14/02/2021,0.58,14,32,46,4,34,2
14/02/2021,0.64,30,33,63,1,33,3
14/02/2021,0.43,9,27,36,3,24,2
14/02/2021,0.69,31,30,61,2,29,2
14/02/2021,1,43,30,73,3,30,2
14/02/2021,0.94,45,32,77,11,44,3
14/02/2021,0.94,28,31,59,22,40,2
14/02/2021,1.29,17,29,46,36,31,2
14/02/2021,0.6,10,26,36,49,31,2
14/02/2021,0.16,2,7,9,51,30,1
14/02/2021,0.17,1,8,9,61,30,2
14/02/2021,0.21,0,9,9,67,35,2
14/02/2021,0.17,1,8,9,54,50,2
14/02/2021,0.18,0,7,8,51,64,2
14/02/2021,0.2,1,9,10,46,43,2
14/02/2021,0.2,0,11,11,38,33,2
14/02/2021,0.19,0,13,13,33,26,2
14/02/2021,1.3,4,28,32,22,27,2
14/02/2021,0.46,2,28,30,19,28,2
14/02/2021,0.4,0,26,26,18,17,2
14/02/2021,0.51,1,29,30,15,27,2
15/02/2021,0.63,4,35,39,10,28,2
15/02/2021,0.73,8,38,46,9,32,2
15/02/2021,0.61,5,34,39,11,30,2
15/02/2021,0.43,2,22,24,17,21,2
15/02/2021,0.32,4,31,35,6,19,2
15/02/2021,0.44,10,34,45,5,24,2
15/02/2021,0.79,48,44,92,2,49,4
15/02/2021,1.1,86,41,127,3,48,3
15/02/2021,1.43,98,45,143,8,56,4
15/02/2021,1.02,49,44,93,19,46,3
15/02/2021,0.97,27,38,64,31,37,2
15/02/2021,1.18,22,39,61,41,34,2
15/02/2021,0.52,10,24,34,46,30,2
15/02/2021,0.16,3,9,13,46,42,2
15/02/2021,0.24,3,12,15,63,35,2
15/02/2021,0.22,1,11,12,66,55,2
15/02/2021,0.2,2,13,15,52,50,2
15/02/2021,0.23,2,15,17,44,49,2
15/02/2021,0.34,2,23,24,32,54,2
15/02/2021,0.29,4,22,26,27,35,1
15/02/2021,0.24,3,20,24,27,25,1
15/02/2021,0.35,4,22,26,23,30,2
15/02/2021,0.27,1,20,21,23,24,2
15/02/2021,0.22,0,18,18,25,19,2
16/02/2021,0.82,1,20,21,22,21,2
16/02/2021,0.6,0,18,18,21,18,2
16/02/2021,0.25,1,27,28,12,26,2
16/02/2021,1.24,23,38,61,4,32,3
16/02/2021,0.53,25,40,65,2,32,2
16/02/2021,0.75,32,42,74,2,39,3
16/02/2021,1.49,101,44,146,1,44,4
16/02/2021,1.51,128,45,174,2,56,4
16/02/2021,1.29,99,48,147,7,58,4
16/02/2021,1.62,57,46,103,16,45,3
16/02/2021,1.04,37,44,81,26,33,2
16/02/2021,0.35,8,18,26,42,37,2
16/02/2021,0.3,6,14,20,51,30,2
16/02/2021,0.37,5,16,20,58,-99,2
16/02/2021,0.22,2,11,14,57,54,2
16/02/2021,0.19,2,10,12,54,68,2
16/02/2021,0.21,2,10,12,51,67,2
16/02/2021,0.22,2,14,15,44,82,2
16/02/2021,0.29,1,20,22,32,52,2
16/02/2021,0.5,3,31,34,20,45,6
16/02/2021,0.43,6,28,34,20,49,3
16/02/2021,0.42,5,23,28,21,40,2
16/02/2021,0.28,1,18,19,25,32,2
16/02/2021,0.28,2,17,19,28,65,2
17/02/2021,0.33,2,21,23,23,32,3
17/02/2021,0.16,0,10,10,34,30,2
17/02/2021,0.13,0,12,12,29,19,2
17/02/2021,0.36,1,26,27,17,23,2
17/02/2021,0.25,1,26,27,16,28,2
17/02/2021,1.18,10,32,42,11,30,2
17/02/2021,0.67,29,41,70,2,36,2
17/02/2021,2.66,70,48,118,2,46,3
17/02/2021,1.66,65,44,109,6,43,3
17/02/2021,1.41,50,41,91,14,43,3
17/02/2021,1.32,28,40,68,23,39,2
17/02/2021,0.35,8,17,24,35,20,2
17/02/2021,0.28,6,12,18,39,19,2
17/02/2021,0.21,4,10,13,47,-99,2
17/02/2021,0.23,3,11,14,51,23,2
17/02/2021,0.23,3,12,15,45,30,2
17/02/2021,0.39,3,19,22,49,48,2
17/02/2021,0.89,7,36,43,38,85,2
17/02/2021,0.51,9,38,46,28,54,2
17/02/2021,0.34,3,23,26,29,39,2
17/02/2021,0.46,5,30,35,21,32,2
17/02/2021,0.62,5,47,52,11,46,2
17/02/2021,0.95,33,59,92,2,55,2
17/02/2021,1,31,57,88,1,66,3
18/02/2021,0.69,23,42,64,3,42,2
18/02/2021,1.04,55,53,108,1,47,3
18/02/2021,0.89,41,44,85,1,48,3
18/02/2021,1.02,52,45,97,0,51,3
18/02/2021,0.61,27,34,61,1,39,2
18/02/2021,0.47,17,31,48,2,21,2
18/02/2021,1.3,126,36,162,1,52,4
18/02/2021,1.35,120,35,155,2,44,4
18/02/2021,1.69,164,49,214,4,76,6
18/02/2021,1.47,106,71,177,12,78,5
18/02/2021,1.08,45,60,104,29,66,3
18/02/2021,0.52,15,32,47,44,42,2
18/02/2021,0.57,12,29,41,54,31,2
18/02/2021,0.51,9,32,41,72,37,2
18/02/2021,0.48,4,25,29,84,27,2
18/02/2021,0.45,4,22,27,82,34,2
18/02/2021,0.39,4,21,25,74,37,2
18/02/2021,0.57,8,29,37,66,49,3
18/02/2021,0.67,11,51,63,36,70,3
18/02/2021,0.85,24,64,88,11,73,4
18/02/2021,1.01,27,66,94,6,70,3
18/02/2021,0.77,7,49,56,21,62,2
18/02/2021,1.16,28,62,89,2,78,3
18/02/2021,0.91,21,49,70,4,82,4
19/02/2021,-99,-99,-99,-99,-99,57,-99
19/02/2021,-99,-99,-99,-99,-99,52,-99
19/02/2021,-99,-99,-99,-99,-99,41,-99
19/02/2021,0.23,21,33,54,5,48,3
19/02/2021,0.37,46,39,85,2,76,26
19/02/2021,0.47,66,38,104,2,87,87
19/02/2021,0.61,84,38,122,1,90,179
19/02/2021,0.99,121,38,159,2,90,174
19/02/2021,1.09,118,40,158,5,95,138
19/02/2021,1.03,83,45,128,11,89,105
19/02/2021,1.07,61,68,128,20,95,73
19/02/2021,1.03,38,66,104,36,115,61
19/02/2021,0.62,20,44,65,49,107,42
19/02/2021,0.31,9,27,35,63,60,24
19/02/2021,0.39,9,26,35,70,75,34
19/02/2021,0.31,8,28,36,64,79,34
19/02/2021,0.2,6,27,33,57,57,17
19/02/2021,0.28,7,26,33,46,61,6
19/02/2021,0.28,5,29,34,36,46,3
