date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,Class
2020-01-01,0.0904166666666666,0.5,0.6,13.0,3.51953125,45.583333333333336,37.222578125000005,719.1,0.0,95.37499936421712,0.8822916666666667,0.018375,12.700416666666667,3.3208333333333333,1.7916667064030964,1
2020-01-02,0.1097395833333333,0.5119791666666667,0.6,13.0,15.980468751164151,37.41666666666666,13.98875,712.4083333333333,0.0,76.79166666666667,1.0729166666666667,0.124875,16.968333333333334,4.633333333333334,1.9999999602635723,0
2020-01-03,0.2408333333333333,0.5041666666666667,0.6,13.0,15.999999998835849,41.75,9.61375,719.4166666666666,0.0,45.54166666666666,2.3291666666666666,0.1008333333333333,17.422916666666666,10.85,1.9999999999999976,0
2020-01-04,0.0912760416666666,0.5083333333333333,0.6,13.0,16.0,44.208333333333336,17.864166666666666,728.4625,0.0,47.29166666666666,0.8835937500000001,0.1586666666666666,15.231666666666667,3.8375,2.0,0
2020-01-05,0.0846875,0.5114583333333333,0.6,13.0,16.0,88.72916666666667,37.50546875,726.8874999999999,0.0,50.54166666666666,0.8260416666666667,0.159375,15.885416666666666,3.625,2.0,1
2020-01-06,0.0795833333333333,0.5124674479166667,0.6,13.0,16.0,111.03645833333331,39.87872395833333,722.2583333333333,0.0,47.958333333333336,0.7869791666666667,0.15725,18.422083333333333,3.454166666666667,2.0,1
2020-01-07,0.15875,0.5,0.6,13.0,16.0,37.5,9.894166666666669,727.9,0.0,41.25,1.5333333333333332,0.1531666666666666,16.72125,7.158333333333332,2.0,0
2020-01-08,0.1558333333333333,0.5,0.6,13.0,16.0,51.125,14.602083333333333,724.0458333333332,0.0,73.33333333333333,1.5083333333333335,0.1147916666666666,15.524583333333334,6.941666666666666,2.0,0
2020-01-09,0.085,0.5119791666666667,0.6,13.0,16.0,88.0,36.00354166666667,718.5625,0.0,81.79166666666667,0.8328125000000001,0.1011666666666666,17.535,3.5375,2.0,1
2020-01-10,0.0990625,0.5124918619791666,0.6,13.0,16.0,95.99479166666669,40.57208333333333,714.1458333333334,0.0,77.45833333333333,0.9666666666666668,0.1007083333333333,19.1925,4.291666666666667,2.0,1
2020-01-11,0.1858333333333333,0.5104166666666666,0.6,13.0,16.0,50.16666666666666,9.675416666666669,721.6374999999999,0.0,26.041666666666668,1.7833333333333332,0.16725,18.6925,8.358333333333333,2.0,0
2020-01-12,0.0892708333333333,0.5083333333333333,0.6,13.0,16.0,58.29166666666666,20.72760416666667,721.975,0.0,49.375,0.8884114583333332,0.147625,15.547916666666666,3.7916666666666665,2.0,0
2020-01-13,0.063541768391927,0.5119791666666667,0.6,13.0,16.0,104.83854166666669,34.659596354166666,721.8083333333334,0.0,64.95833333333333,0.6209634780883789,0.0853749999999999,18.01833333333333,2.208333333333333,2.0,1
2020-01-14,0.0712239583333333,0.5166585286458333,0.6,13.0,16.0,142.09114583333334,50.208958333333335,720.8666666666667,0.0,65.66666666666667,0.7065104166666667,0.1333333333333333,20.45875,2.770833333333333,2.0,1
2020-01-15,0.0712760416666666,0.5123697916666666,0.6,13.0,16.0,106.22916666666669,42.01229166666666,719.9125,0.0,83.54166666666667,0.6669270833333334,0.05275,20.274166666666662,2.458333333333333,2.0,1
2020-01-16,0.1574869791666666,0.5124674479166667,0.6,13.0,16.0,53.8125,21.933177083333334,722.0916666666667,0.0,87.16666666666667,1.495703125,0.03925,20.85833333333333,6.9,2.0,0
2020-01-17,0.1791666666666666,0.5,0.6,13.0,16.0,24.75,16.815520833333334,722.0875,0.0,94.79166666666669,1.7104166666666665,0.0319583333333333,19.067916666666665,8.004166666666666,2.0,0
2020-01-18,0.10546875,0.5119791666666667,0.6,13.0,16.0,35.333333333333336,22.92385416666667,722.9666666666667,0.0,83.91536458333333,1.0255208333333334,0.1293333333333333,19.74833333333333,4.345833333333333,1.8359375,0
2020-01-19,0.145,0.5,0.6,13.0,16.0,18.75,8.718333333333334,728.3666666666667,0.0,68.375,1.3989583333333335,0.0402916666666666,14.058750000000002,6.483333333333333,1.9973958334885535,0
2020-01-20,0.19625,0.5,0.6,13.0,16.0,30.291666666666668,8.897083333333333,730.249609375,0.0,56.54166666666666,1.90625,0.1076666666666666,12.838333333333331,8.691666666666666,1.8753255206781507,0
2020-01-21,0.2066666666666666,0.5,0.6,13.0,16.0,21.125,9.154166666666669,727.0708333333333,0.0,84.91666666666667,1.9895833333333333,0.017625,11.092916666666667,9.004166666666666,1.9996744791860688,0
2020-01-22,0.0896354166666666,0.5,0.6,13.0,16.0,47.458333333333336,30.253680419921874,719.15,0.0,90.12434895833331,0.8630208333333332,0.034625,13.579166666666666,3.0708333333333333,1.9999999999805973,1
2020-01-23,0.1066153971354166,0.5123697916666666,0.6,13.0,16.0,77.91666666666667,29.466458333333332,718.9125,0.0,67.125,1.0390706380208334,0.1652916666666666,17.5225,3.975,1.7923177083333333,0
2020-01-24,0.2108333333333333,0.5,0.6,13.0,16.0,38.29166666666666,13.2625,721.9791666666666,0.0,68.20833333333333,2.027083333333333,0.1312083333333333,16.676666666666666,9.391666666666667,1.9993489583721384,0
2020-01-25,0.0992447916666666,0.5,0.6,13.0,16.0,44.91666666666666,25.367500000000003,720.1708333333332,0.0,88.91666666666667,0.9643229166666668,0.0369166666666666,15.934166666666668,3.875,1.9999999999611948,0
2020-01-26,0.1257553609212239,0.5416666666666666,0.6,13.0,16.0,55.54166666666666,23.327708333333334,719.3583333333332,0.0,60.458333333333336,1.2179702758789064,0.1465416666666666,21.50625,4.529166666666667,2.0,0
2020-01-27,0.1404166666666666,0.5124918619791666,0.6,13.0,16.0,58.91666666666666,18.35125,717.9666666666667,0.0004166666666666,55.875,1.334375,0.168125,21.37833333333333,5.883333333333333,4.0,0
2020-01-28,0.1908333333333333,0.508331298828125,0.6,13.0,16.0,42.66666666666666,13.415,716.9958333333334,0.0010416666666666,55.41666666666666,1.8333333333333333,0.1760416666666666,21.371875,8.21875,5.9375,0
