date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,Class
2020-12-01,1.50125,34.083333333333336,0.5541666666666667,34.360416666666666,20.25,50.85416666666666,24.69375,704.2083333333334,0.0,49.770833333333336,12.916666666666666,0.13475,11.065625,3.065071614583333,9.9169921875,0
2020-12-02,1.3816666666666666,35.93333333333333,0.5374979654947917,36.1875,23.885416666666668,54.875,20.60333333333333,701.9083333333333,0.0,44.5,13.575,0.1389999999999999,14.364166666666668,4.7375,10.249959309895834,0
2020-12-03,1.2120833333333334,33.233333333333334,0.5526041666666667,33.49166666666667,27.20833333333333,47.375,12.90875,706.6041666666666,0.0,34.083333333333336,12.3625,0.1385833333333333,9.56125,3.7140625,9.692708333333334,0
2020-12-04,1.5720833333333333,32.34166666666667,0.5457031250000001,32.604166666666664,24.791666666666668,47.0,19.457083333333333,706.4458333333333,0.0,40.208333333333336,12.7875,0.1367916666666666,8.300416666666667,4.738541666666666,9.937174479166666,0
2020-12-05,1.8258333333333332,36.84583333333333,0.5520833333333334,37.10833333333333,25.375,45.91666666666666,20.64323984781901,705.6999999999999,0.0,46.583333333333336,12.591666666666669,0.1299166666666666,9.99875,2.3208333333333333,9.958536783854166,0
2020-12-06,1.663333333333333,34.15416666666666,0.5510375976562499,34.42916666666667,30.89583333333333,64.41666666666667,14.870093485508749,705.6541666666667,0.0,34.958333333333336,12.735416666666666,0.1285833333333333,13.103333333333332,8.799088541666666,9.499999364217125,0
2020-12-07,1.81,45.84583333333333,0.5791666666666667,46.08958333333334,15.916666666666666,48.078125,14.87000000000557,707.1062499999999,0.0,29.77083333333333,12.377083333333331,0.1372083333333333,13.753125,2.798958333333333,10.640625,0
2020-12-08,2.0446875,61.8,0.5645833333333333,61.98333333333333,14.8125,67.10416666666667,14.87,708.1208333333334,0.0,34.1875,13.372916666666669,0.1098333333333333,13.960833333333332,1.6453287760416666,10.374918619791666,0
2020-12-09,2.0395833333333333,69.51666666666667,0.5544270833333333,69.69583333333334,18.791666666666668,80.33333333333333,14.87,706.2583333333333,0.0,31.166666666666668,14.429166666666667,0.1369166666666666,16.176666666666666,1.6921956380208334,10.104164123535156,0
2020-12-10,2.1533333333333333,69.95416666666667,0.5228515625,70.1375,16.708333333333332,83.91666666666667,14.87,701.1416666666668,0.0,38.79166666666666,14.879166666666668,0.10675,17.94875,1.9604248046875,10.130198160807293,0
2020-12-11,1.8841666666666663,71.83749999999999,0.5,72.0,20.08333333333333,74.91666666666667,14.87,698.9625,0.0,41.875,13.870833333333332,0.1040833333333333,21.180416666666662,5.40986328125,10.291646321614584,0
2020-12-12,2.0108333333333333,66.91250000000001,0.5864583333333333,67.075,23.5625,68.41666666666667,14.87,700.5666666666666,0.0,55.79166666666666,14.4375,0.1240416666666666,19.69875,7.512841796875,10.697926839192707,0
2020-12-13,1.6266666666666667,64.3625,0.5979166666666667,64.55,21.83333333333333,61.645833333333336,14.87,700.6791666666667,0.0,53.04166666666666,13.9625,0.12275,20.635,8.891666666666667,10.187329610188804,0
2020-12-14,1.7033333333333334,65.60833333333333,0.5208333333333334,65.78750000000001,19.45833333333333,128.63020833333334,14.06125,706.1416666666668,0.0,35.25,12.466666666666669,0.1251666666666666,10.710416666666667,4.925520833333334,9.896158854166666,0
2020-12-15,1.975833333333333,62.6,0.5829427083333333,62.770833333333336,17.270833333333332,107.21875,15.1475,699.2041666666668,0.0,39.66666666666666,13.483333333333334,0.1333333333333333,12.857916666666668,3.9369791666666663,9.871744791666666,0
2020-12-16,2.0770833333333334,67.34166666666667,0.5450541178385416,67.5,21.916666666666668,75.375,15.054583333333332,704.6416666666668,0.0,34.166666666666664,12.9125,0.1351666666666666,12.345833333333331,2.408341471354167,10.375,0
2020-12-17,1.98375,55.9875,0.5625,56.175,23.17708333333333,105.41666666666669,18.40083333333333,706.2125,0.0,40.583333333333336,13.325,0.1322083333333333,10.80625,7.133343505859375,10.562540690104166,0
2020-12-18,2.309791666666667,57.57083333333333,0.5749837239583333,57.8,20.0625,84.40625,18.35875,703.8541666666666,0.0,56.833333333333336,13.411458333333334,0.1252916666666666,13.57625,2.8804687500000004,10.31231689453125,0
2020-12-19,2.195208333333333,63.3125,0.5943359375,63.5,20.35677083333333,72.1875,13.07625,703.4791666666666,0.0,42.083333333333336,15.2,0.1339583333333333,17.97375,8.122102864583333,10.12499491373698,0
2020-12-20,2.354791666666667,62.93958333333333,0.521875,63.10625,25.14583333333333,66.77083333333333,14.557083333333331,705.0729166666666,0.0,31.77083333333333,14.735416666666666,0.1311666666666666,16.056041666666665,2.6083343505859378,10.333251953125,0
2020-12-21,2.210833333333333,63.125,0.5276041666666667,63.32916666666667,24.20833333333333,67.66666666666667,10.815416666666666,704.775,0.0,49.208333333333336,14.5125,0.124125,15.847916666666668,4.889583841959635,10.451822916666666,0
2020-12-22,2.2022916666666665,65.44166666666666,0.5344401041666667,65.60833333333333,20.625,75.29166666666667,18.280416666666667,703.875,0.0,71.54166666666667,14.16875,0.0999999999999999,16.200416666666666,3.8854166666666665,10.427083333333334,0
2020-12-23,2.049661458333333,64.98046875,0.53125,65.15052083333333,10.208333333333334,72.64192708333333,17.409591267903647,699.961328125,0.0,46.67447916666666,13.989908854166666,0.0450833333333333,16.663958333333333,5.617317708333334,11.40626017252604,0
